Signal_ID,Location,Track_ID,Position_KM,Initial_State,Red_Time_Sec,Yellow_Time_Sec,Green_Time_Sec,Controlled_Tracks,Signal_Type,Last_Maintenance
SG0915,JN0694-JN0753,TK1208,276.2,Yellow,161,13,288,"[""TK1208""]",Semi-Automatic,2025-05-25 17:37:30.397735
SG0916,JN0429-JN0523,TK2144,59.45,Yellow,74,9,117,"[""TK2144""]",Manual,2025-01-05 17:37:30.398508
SG0917,JN0772-JN0913,TK0992,45.32,Red,106,9,94,"[""TK0992""]",Automatic,2025-05-17 17:37:30.399281
SG0918,JN0681-JN0036,TK0474,8.56,Yellow,114,9,169,"[""TK0474""]",Automatic,2025-09-09 17:37:30.400047
SG0919,JN0806-JN0428,TK0438,226.64,Yellow,179,5,287,"[""TK0438""]",Manual,2025-03-07 17:37:30.400807
SG0920,JN0130-JN0320,TK2538,234.78,Yellow,179,13,123,"[""TK2538""]",Manual,2024-11-04 17:37:30.401585
SG0921,JN0497-JN0961,TK1551,49.56,Green,171,10,127,"[""TK1551""]",Semi-Automatic,2024-12-03 17:37:30.402363
SG0922,JN0505-JN0835,TK1660,80.09,Red,128,13,264,"[""TK1660""]",Manual,2025-06-23 17:37:30.403146
SG0923,JN0688-JN0044,TK1448,41.29,Green,106,10,154,"[""TK1448"", ""TK0646""]",Semi-Automatic,2024-11-06 17:37:30.404362
SG0924,JN0721-JN0029,TK1770,102.23,Red,163,14,290,"[""TK1770""]",Semi-Automatic,2024-11-03 17:37:30.405163
SG0925,JN0424-JN0213,TK2058,271.69,Red,93,14,208,"[""TK2058""]",Automatic,2025-03-05 17:37:30.405972
SG0926,JN0537-JN0867,TK1353,0.68,Red,68,14,144,"[""TK1353""]",Semi-Automatic,2025-05-27 17:37:30.406751
SG0927,JN0279-JN0756,TK0193,16.22,Green,79,10,214,"[""TK0193""]",Automatic,2025-06-13 17:37:30.407680
SG0928,JN0671-JN0838,TK0855,318.96,Red,116,10,232,"[""TK0855""]",Manual,2025-05-29 17:37:30.408503
SG0929,JN0030-JN0666,TK0396,137.52,Red,80,5,299,"[""TK0396""]",Automatic,2025-01-26 17:37:30.409297
SG0930,JN0840-JN0680,TK1139,82.61,Red,88,13,94,"[""TK1139"", ""TK0099""]",Semi-Automatic,2025-02-21 17:37:30.410537
SG0931,JN0862-JN0985,TK2371,12.87,Yellow,151,8,241,"[""TK2371""]",Manual,2025-01-19 17:37:30.411332
SG0932,JN0221-JN0334,TK1070,20.44,Green,157,8,179,"[""TK1070""]",Manual,2025-04-27 17:37:30.412113
SG0933,JN0327-JN0434,TK1546,353.1,Green,71,6,175,"[""TK1546"", ""TK1879"", ""TK0203""]",Semi-Automatic,2024-11-03 17:37:30.413334
SG0934,JN0611-JN0167,TK2695,194.32,Green,126,6,182,"[""TK2695"", ""TK0852""]",Manual,2025-07-10 17:37:30.414562
SG0935,JN0618-JN0009,TK2602,48.52,Yellow,77,14,92,"[""TK2602""]",Manual,2024-11-08 17:37:30.415361
SG0936,JN0085-JN0784,TK0200,156.18,Yellow,73,10,162,"[""TK0200""]",Manual,2025-02-22 17:37:30.416156
SG0937,JN0118-JN0005,TK0504,417.5,Yellow,104,7,98,"[""TK0504""]",Manual,2024-11-10 17:37:30.416933
SG0938,JN0260-JN0685,TK2075,182.36,Green,114,10,242,"[""TK2075""]",Manual,2025-07-03 17:37:30.417725
SG0939,JN0808-JN0882,TK1301,405.74,Yellow,139,10,208,"[""TK1301""]",Manual,2025-04-17 17:37:30.418513
SG0940,JN0979-JN0860,TK2196,72.82,Red,120,5,233,"[""TK2196"", ""TK1804"", ""TK2885""]",Semi-Automatic,2025-08-31 17:37:30.419737
SG0941,JN0551-JN0958,TK2593,21.8,Yellow,168,6,152,"[""TK2593""]",Automatic,2025-07-31 17:37:30.420537
SG0942,JN0038-JN0723,TK0980,142.6,Green,162,10,291,"[""TK0980""]",Automatic,2025-04-09 17:37:30.421345
SG0943,JN0602-JN0244,TK2194,34.85,Red,76,6,191,"[""TK2194""]",Semi-Automatic,2025-07-06 17:37:30.422132
SG0944,JN0913-JN0407,TK2438,19.41,Yellow,95,7,136,"[""TK2438""]",Manual,2025-04-27 17:37:30.422896
SG0945,JN0802-JN0658,TK1025,87.71,Green,131,9,207,"[""TK1025"", ""TK2921"", ""TK1259""]",Automatic,2024-10-18 17:37:30.424139
SG0946,JN0173-JN0960,TK1243,109.74,Red,75,14,231,"[""TK1243""]",Automatic,2024-12-15 17:37:30.424911
SG0947,JN0767-JN0765,TK1597,273.11,Yellow,149,7,149,"[""TK1597"", ""TK0523""]",Semi-Automatic,2025-08-19 17:37:30.426159
SG0948,JN0169-JN0232,TK2162,272.13,Yellow,164,14,269,"[""TK2162""]",Manual,2024-12-11 17:37:30.426931
SG0949,JN0335-JN0531,TK0511,13.68,Red,157,11,170,"[""TK0511""]",Manual,2025-05-06 17:37:30.427712
SG0950,JN0614-JN0524,TK0666,341.97,Red,102,7,241,"[""TK0666"", ""TK1805"", ""TK2253""]",Manual,2025-03-27 17:37:30.429546
SG0951,JN0069-JN0711,TK1682,99.47,Red,156,10,129,"[""TK1682"", ""TK2010"", ""TK1735""]",Semi-Automatic,2025-05-18 17:37:30.431220
SG0952,JN0341-JN0204,TK1362,16.38,Yellow,114,7,190,"[""TK1362""]",Manual,2025-02-04 17:37:30.432047
SG0953,JN0459-JN0271,TK2992,110.89,Red,138,12,214,"[""TK2992"", ""TK0436"", ""TK2837""]",Manual,2025-08-10 17:37:30.433268
SG0954,JN0527-JN0249,TK1881,4.55,Yellow,105,6,167,"[""TK1881"", ""TK1695"", ""TK2127""]",Manual,2025-08-22 17:37:30.434486
SG0955,JN0164-JN0495,TK0929,130.57,Red,141,8,222,"[""TK0929""]",Semi-Automatic,2025-01-31 17:37:30.435284
SG0956,JN0628-JN0095,TK1222,19.83,Green,132,10,295,"[""TK1222""]",Automatic,2024-12-01 17:37:30.436087
SG0957,JN0120-JN0850,TK0510,229.22,Red,130,12,186,"[""TK0510"", ""TK0043"", ""TK2876""]",Automatic,2024-10-08 17:37:30.437353
SG0958,JN0308-JN0782,TK0853,91.54,Green,138,6,105,"[""TK0853""]",Automatic,2025-03-11 17:37:30.438160
SG0959,JN0590-JN0162,TK1427,24.47,Red,69,14,123,"[""TK1427""]",Semi-Automatic,2024-12-08 17:37:30.439026
SG0960,JN0853-JN0154,TK2301,16.03,Red,142,5,171,"[""TK2301"", ""TK0859""]",Manual,2024-12-13 17:37:30.440255
SG0961,JN0599-JN0581,TK2009,63.16,Yellow,103,5,159,"[""TK2009"", ""TK0493""]",Automatic,2024-11-15 17:37:30.441542
SG0962,JN0932-JN0021,TK1970,244.29,Red,161,10,158,"[""TK1970""]",Manual,2025-05-21 17:37:30.442314
SG0963,JN0780-JN0297,TK1937,53.13,Red,66,13,164,"[""TK1937""]",Manual,2025-05-12 17:37:30.443107
SG0964,JN0231-JN0599,TK1321,57.91,Red,144,9,213,"[""TK1321""]",Semi-Automatic,2025-04-02 17:37:30.443889
SG0965,JN0763-JN0890,TK1493,35.46,Yellow,165,11,205,"[""TK1493""]",Manual,2025-02-27 17:37:30.444659
SG0966,JN0149-JN0408,TK1255,114.82,Red,139,5,168,"[""TK1255""]",Manual,2024-11-18 17:37:30.445412
SG0967,JN0465-JN0230,TK2221,47.74,Yellow,168,6,92,"[""TK2221"", ""TK2237""]",Semi-Automatic,2025-06-15 17:37:30.446625
SG0968,JN0737-JN0257,TK2430,305.04,Red,134,14,135,"[""TK2430""]",Semi-Automatic,2025-07-29 17:37:30.447395
SG0969,JN0372-JN0862,TK0435,35.04,Green,117,11,171,"[""TK0435""]",Manual,2025-03-24 17:37:30.448171
SG0970,JN0133-JN0317,TK2899,310.03,Yellow,162,12,227,"[""TK2899""]",Manual,2025-03-04 17:37:30.448948
SG0971,JN0384-JN0468,TK1844,103.95,Red,142,9,207,"[""TK1844"", ""TK1093"", ""TK0986""]",Automatic,2024-10-04 17:37:30.450145
SG0972,JN0527-JN0850,TK2708,74.52,Red,138,11,290,"[""TK2708""]",Automatic,2025-04-18 17:37:30.450921
SG0973,JN0612-JN0758,TK2999,103.27,Green,83,12,109,"[""TK2999""]",Automatic,2025-01-12 17:37:30.451696
SG0974,JN0619-JN0739,TK1657,161.92,Red,103,7,250,"[""TK1657""]",Manual,2024-10-30 17:37:30.452457
SG0975,JN0083-JN0650,TK1032,121.14,Green,152,14,288,"[""TK1032""]",Semi-Automatic,2025-07-04 17:37:30.453228
SG0976,JN0691-JN0828,TK1940,56.94,Red,101,6,135,"[""TK1940"", ""TK2467"", ""TK1402""]",Manual,2025-02-22 17:37:30.454436
SG0977,JN0372-JN0862,TK0435,28.15,Yellow,103,12,297,"[""TK0435""]",Manual,2025-03-19 17:37:30.455388
SG0978,JN0332-JN0408,TK1651,345.61,Green,176,11,127,"[""TK1651""]",Automatic,2025-06-12 17:37:30.456190
SG0979,JN0179-JN0858,TK2977,165.25,Red,85,7,103,"[""TK2977""]",Automatic,2025-05-25 17:37:30.456964
SG0980,JN0553-JN0067,TK1882,20.67,Green,169,7,286,"[""TK1882"", ""TK1015"", ""TK2034""]",Automatic,2025-01-05 17:37:30.458162
SG0981,JN0481-JN0075,TK2004,141.12,Red,89,5,245,"[""TK2004""]",Semi-Automatic,2024-12-29 17:37:30.458934
SG0982,JN0945-JN0730,TK2655,71.57,Yellow,146,10,192,"[""TK2655""]",Manual,2025-04-20 17:37:30.459700
SG0983,JN0628-JN0095,TK1222,72.59,Red,61,10,127,"[""TK1222""]",Manual,2025-04-21 17:37:30.460453
SG0984,JN0243-JN0426,TK1129,116.14,Yellow,69,5,230,"[""TK1129"", ""TK0018"", ""TK0357""]",Automatic,2025-02-04 17:37:30.461672
SG0985,JN0271-JN0949,TK2822,236.05,Yellow,112,13,289,"[""TK2822"", ""TK2131""]",Manual,2024-12-27 17:37:30.462895
SG0986,JN0132-JN0161,TK1824,24.75,Red,120,9,174,"[""TK1824""]",Semi-Automatic,2025-02-19 17:37:30.463681
SG0987,JN0332-JN0408,TK1651,144.49,Red,93,7,241,"[""TK1651"", ""TK2001""]",Automatic,2025-07-25 17:37:30.464892
SG0988,JN0197-JN0868,TK0888,353.98,Yellow,126,12,158,"[""TK0888""]",Automatic,2025-08-29 17:37:30.465675
SG0989,JN0627-JN0202,TK1256,35.07,Green,75,13,204,"[""TK1256""]",Automatic,2025-04-30 17:37:30.466442
SG0990,JN0756-JN0687,TK0727,102.3,Green,105,12,147,"[""TK0727"", ""TK2831"", ""TK1936""]",Manual,2025-09-16 17:37:30.467664
SG0991,JN0692-JN0882,TK1421,3.56,Yellow,124,9,291,"[""TK1421""]",Manual,2025-05-28 17:37:30.468425
SG0992,JN0061-JN0444,TK1076,240.37,Red,86,8,196,"[""TK1076""]",Manual,2025-06-26 17:37:30.469195
SG0993,JN0865-JN0485,TK0281,52.71,Yellow,68,13,220,"[""TK0281""]",Manual,2025-03-09 17:37:30.469977
SG0994,JN0493-JN0038,TK2935,166.52,Green,156,14,288,"[""TK2935""]",Semi-Automatic,2025-07-30 17:37:30.470767
SG0995,JN0728-JN0831,TK0145,196.98,Green,176,14,161,"[""TK0145""]",Manual,2025-04-03 17:37:30.471544
SG0996,JN0306-JN0343,TK2668,221.82,Yellow,72,12,116,"[""TK2668""]",Automatic,2025-02-21 17:37:30.472292
SG0997,JN0601-JN0109,TK0035,15.69,Yellow,99,6,120,"[""TK0035""]",Automatic,2025-08-09 17:37:30.473055
SG0998,JN0024-JN0987,TK1033,16.13,Red,95,6,166,"[""TK1033"", ""TK2111""]",Automatic,2025-08-24 17:37:30.474244
SG0999,JN0365-JN0925,TK0587,167.29,Yellow,147,13,232,"[""TK0587"", ""TK0786"", ""TK2420""]",Semi-Automatic,2025-09-13 17:37:30.475441
SG1000,JN0549-JN0410,TK1504,10.74,Green,122,9,235,"[""TK1504"", ""TK1100""]",Automatic,2024-09-19 17:37:30.476646
SG1001,JN0183-JN0583,TK1235,19.95,Green,107,14,242,"[""TK1235""]",Automatic,2025-02-02 17:37:30.477399
SG1002,JN0542-JN0591,TK2840,10.79,Green,76,5,170,"[""TK2840""]",Manual,2025-06-01 17:37:30.478167
SG1003,JN0952-JN0759,TK2115,108.84,Green,85,12,233,"[""TK2115""]",Semi-Automatic,2025-04-05 17:37:30.478934
SG1004,JN0711-JN0746,TK1336,268.4,Red,130,7,255,"[""TK1336""]",Manual,2025-04-28 17:37:30.479700
SG1005,JN0355-JN0817,TK2019,169.18,Yellow,124,8,112,"[""TK2019""]",Automatic,2024-10-26 17:37:30.480450
SG1006,JN0642-JN0693,TK0476,72.08,Green,97,7,235,"[""TK0476""]",Manual,2025-06-19 17:37:30.481222
SG1007,JN0177-JN0474,TK2314,25.92,Red,146,13,272,"[""TK2314"", ""TK0029""]",Manual,2025-01-29 17:37:30.482409
SG1008,JN0736-JN0171,TK1264,25.61,Green,144,14,124,"[""TK1264""]",Automatic,2025-06-05 17:37:30.483179
SG1009,JN0295-JN0772,TK1872,169.8,Yellow,119,14,97,"[""TK1872"", ""TK0048""]",Manual,2025-03-12 17:37:30.484364
SG1010,JN0487-JN0597,TK2713,53.89,Green,101,7,291,"[""TK2713"", ""TK1461"", ""TK1463""]",Automatic,2025-05-04 17:37:30.485586
SG1011,JN0407-JN0968,TK0592,4.05,Yellow,78,8,238,"[""TK0592""]",Automatic,2025-03-11 17:37:30.486350
SG1012,JN0800-JN0672,TK0246,108.77,Red,138,6,242,"[""TK0246""]",Manual,2025-07-25 17:37:30.487150
SG1013,JN0338-JN0293,TK1060,170.41,Red,101,13,206,"[""TK1060"", ""TK0421"", ""TK2187""]",Automatic,2025-03-22 17:37:30.488346
SG1014,JN0697-JN0041,TK2866,96.13,Red,65,11,138,"[""TK2866""]",Manual,2025-06-18 17:37:30.489131
SG1015,JN0105-JN0179,TK1930,66.69,Red,160,12,125,"[""TK1930"", ""TK0786""]",Semi-Automatic,2025-06-27 17:37:30.490320
SG1016,JN0822-JN0096,TK2863,1.63,Yellow,96,8,123,"[""TK2863""]",Semi-Automatic,2024-11-22 17:37:30.491091
SG1017,JN0546-JN0137,TK2316,169.35,Yellow,147,9,172,"[""TK2316""]",Automatic,2025-07-21 17:37:30.491864
SG1018,JN0736-JN0171,TK1264,259.88,Yellow,122,10,267,"[""TK1264""]",Semi-Automatic,2024-11-01 17:37:30.492631
SG1019,JN0689-JN0335,TK1010,235.11,Yellow,130,12,215,"[""TK1010"", ""TK0751"", ""TK0649""]",Manual,2025-02-10 17:37:30.493825
SG1020,JN0946-JN0044,TK0506,44.39,Green,178,13,193,"[""TK0506""]",Automatic,2024-11-20 17:37:30.494594
SG1021,JN0021-JN0944,TK2528,210.09,Yellow,139,13,181,"[""TK2528"", ""TK0219"", ""TK2555""]",Semi-Automatic,2024-10-06 17:37:30.495778
SG1022,JN0605-JN0095,TK1054,5.17,Red,117,12,215,"[""TK1054""]",Semi-Automatic,2024-11-28 17:37:30.496547
SG1023,JN0529-JN0746,TK2496,193.66,Green,72,7,95,"[""TK2496""]",Manual,2024-12-27 17:37:30.497296
SG1024,JN0283-JN0165,TK1992,307.89,Yellow,110,7,266,"[""TK1992""]",Semi-Automatic,2024-09-22 17:37:30.498062
SG1025,JN0016-JN0990,TK0144,24.99,Red,166,13,106,"[""TK0144""]",Semi-Automatic,2025-08-02 17:37:30.498829
SG1026,JN0649-JN0854,TK1864,168.91,Green,106,6,206,"[""TK1864""]",Manual,2025-06-22 17:37:30.499589
SG1027,JN0002-JN0423,TK1891,181.45,Yellow,74,8,160,"[""TK1891""]",Semi-Automatic,2024-12-03 17:37:30.500338
SG1028,JN0109-JN0463,TK0833,99.94,Yellow,139,8,214,"[""TK0833""]",Automatic,2024-12-17 17:37:30.501123
SG1029,JN0061-JN0384,TK2404,0.65,Green,136,9,139,"[""TK2404""]",Semi-Automatic,2024-10-05 17:37:30.501898
SG1030,JN0048-JN0351,TK1723,77.28,Red,115,13,224,"[""TK1723""]",Semi-Automatic,2024-11-19 17:37:30.502711
SG1031,JN0897-JN0751,TK2897,362.91,Yellow,80,6,259,"[""TK2897"", ""TK1909"", ""TK1183""]",Manual,2025-04-17 17:37:30.503971
SG1032,JN0123-JN0446,TK2737,27.02,Yellow,174,5,106,"[""TK2737""]",Manual,2024-12-02 17:37:30.504755
SG1033,JN0081-JN0697,TK1141,120.3,Green,89,10,144,"[""TK1141""]",Semi-Automatic,2024-10-19 17:37:30.505531
SG1034,JN0427-JN0586,TK2426,330.66,Red,75,5,207,"[""TK2426"", ""TK1888""]",Automatic,2025-04-14 17:37:30.506721
SG1035,JN0663-JN0976,TK2740,3.9,Green,159,14,143,"[""TK2740""]",Automatic,2024-12-29 17:37:30.507502
SG1036,JN0607-JN0635,TK2501,20.41,Red,112,13,198,"[""TK2501""]",Manual,2024-11-13 17:37:30.508278
SG1037,JN0812-JN0903,TK0303,439.96,Green,148,6,99,"[""TK0303""]",Manual,2025-02-15 17:37:30.509048
SG1038,JN0069-JN0696,TK2028,17.37,Red,174,11,167,"[""TK2028""]",Automatic,2025-06-09 17:37:30.509831
SG1039,JN0249-JN0643,TK0598,44.26,Yellow,121,5,278,"[""TK0598""]",Manual,2025-01-08 17:37:30.510619
SG1040,JN0006-JN0554,TK0676,63.95,Red,141,13,150,"[""TK0676""]",Semi-Automatic,2024-10-10 17:37:30.511398
SG1041,JN0306-JN0343,TK2668,212.16,Yellow,75,14,129,"[""TK2668""]",Automatic,2025-03-03 17:37:30.512184
SG1042,JN0641-JN0006,TK1201,22.99,Red,150,6,209,"[""TK1201""]",Manual,2024-12-12 17:37:30.512946
SG1043,JN0912-JN0816,TK0720,154.33,Red,106,14,264,"[""TK0720"", ""TK2162"", ""TK0752""]",Semi-Automatic,2025-08-24 17:37:30.514147
SG1044,JN0669-JN0531,TK2164,51.45,Yellow,138,13,99,"[""TK2164"", ""TK2694"", ""TK1955""]",Automatic,2024-12-15 17:37:30.515393
SG1045,JN0322-JN0328,TK1156,155.81,Red,120,6,272,"[""TK1156""]",Manual,2025-01-30 17:37:30.516202
SG1046,JN0920-JN0514,TK0760,293.34,Yellow,80,8,92,"[""TK0760""]",Automatic,2024-10-05 17:37:30.516958
SG1047,JN0300-JN0042,TK1946,369.77,Red,156,9,200,"[""TK1946""]",Automatic,2025-06-12 17:37:30.517756
SG1048,JN0202-JN0228,TK2660,128.2,Yellow,135,7,98,"[""TK2660""]",Semi-Automatic,2025-04-24 17:37:30.518565
SG1049,JN0358-JN0238,TK0027,55.59,Green,98,11,146,"[""TK0027""]",Manual,2025-01-18 17:37:30.519337
SG1050,JN0370-JN0472,TK2506,0.44,Red,109,14,210,"[""TK2506""]",Manual,2025-06-27 17:37:30.520098
SG1051,JN0197-JN0327,TK0950,91.79,Yellow,150,11,212,"[""TK0950"", ""TK2682""]",Semi-Automatic,2024-12-08 17:37:30.521311
SG1052,JN0766-JN0757,TK2892,57.17,Yellow,87,11,149,"[""TK2892""]",Semi-Automatic,2025-06-12 17:37:30.522076
SG1053,JN0753-JN0256,TK1814,35.94,Yellow,86,7,109,"[""TK1814""]",Manual,2025-02-01 17:37:30.522854
SG1054,JN0009-JN0743,TK0741,129.55,Red,166,8,135,"[""TK0741""]",Manual,2024-12-10 17:37:30.523631
SG1055,JN0573-JN0464,TK0404,173.86,Green,98,10,218,"[""TK0404""]",Automatic,2024-09-27 17:37:30.524404
SG1056,JN0796-JN0180,TK1758,314.17,Green,83,5,134,"[""TK1758""]",Manual,2025-06-18 17:37:30.525176
SG1057,JN0079-JN0886,TK0679,254.01,Yellow,168,6,287,"[""TK0679""]",Manual,2024-10-06 17:37:30.525944
SG1058,JN0289-JN0840,TK1203,33.61,Green,173,13,167,"[""TK1203""]",Manual,2025-06-16 17:37:30.526724
SG1059,JN0392-JN0755,TK0068,141.13,Green,67,7,135,"[""TK0068"", ""TK2460"", ""TK1335""]",Automatic,2024-10-20 17:37:30.527937
SG1060,JN0461-JN0630,TK0544,162.16,Red,89,6,183,"[""TK0544""]",Automatic,2025-05-21 17:37:30.528721
SG1061,JN0723-JN0296,TK2262,11.98,Green,165,13,181,"[""TK2262""]",Manual,2024-10-28 17:37:30.529500
SG1062,JN0894-JN0527,TK1728,142.03,Green,97,14,298,"[""TK1728"", ""TK1321""]",Semi-Automatic,2024-12-17 17:37:30.530714
SG1063,JN0048-JN0063,TK1959,13.45,Yellow,66,11,142,"[""TK1959""]",Automatic,2025-03-11 17:37:30.531501
SG1064,JN0825-JN0461,TK1339,53.6,Green,104,8,189,"[""TK1339""]",Automatic,2024-12-19 17:37:30.532272
SG1065,JN0925-JN0910,TK1373,69.54,Yellow,173,11,248,"[""TK1373""]",Automatic,2025-05-28 17:37:30.533030
SG1066,JN0214-JN0432,TK1073,40.05,Yellow,111,12,127,"[""TK1073""]",Manual,2025-03-15 17:37:30.533823
SG1067,JN0197-JN0868,TK0888,415.42,Red,178,8,163,"[""TK0888"", ""TK2175""]",Automatic,2025-02-12 17:37:30.535083
SG1068,JN0785-JN0469,TK0558,21.95,Yellow,163,12,274,"[""TK0558""]",Manual,2024-10-29 17:37:30.535867
SG1069,JN0523-JN0336,TK1245,202.64,Yellow,168,9,243,"[""TK1245""]",Manual,2025-02-12 17:37:30.536664
SG1070,JN0090-JN0382,TK2553,278.93,Red,99,11,240,"[""TK2553""]",Semi-Automatic,2024-12-17 17:37:30.537442
SG1071,JN0444-JN0885,TK1487,181.86,Red,66,10,202,"[""TK1487"", ""TK0412"", ""TK2218""]",Semi-Automatic,2025-05-01 17:37:30.538659
SG1072,JN0758-JN0698,TK2317,149.55,Red,79,9,256,"[""TK2317"", ""TK0147""]",Automatic,2024-11-29 17:37:30.539894
SG1073,JN0682-JN0969,TK2186,46.98,Red,115,9,267,"[""TK2186"", ""TK2731"", ""TK2859""]",Automatic,2025-03-02 17:37:30.541109
SG1074,JN0111-JN0367,TK1933,98.06,Green,119,13,189,"[""TK1933"", ""TK1461""]",Semi-Automatic,2025-02-27 17:37:30.542318
SG1075,JN0775-JN0778,TK0819,92.58,Green,136,5,235,"[""TK0819"", ""TK2384""]",Semi-Automatic,2024-10-23 17:37:30.543518
SG1076,JN0925-JN0953,TK1348,2.08,Red,133,7,263,"[""TK1348"", ""TK2549""]",Automatic,2025-07-20 17:37:30.544766
SG1077,JN0551-JN0958,TK2593,60.01,Red,134,6,147,"[""TK2593"", ""TK2807""]",Semi-Automatic,2025-08-11 17:37:30.546840
SG1078,JN0199-JN0992,TK2619,364.99,Red,87,9,110,"[""TK2619"", ""TK1811""]",Automatic,2024-12-18 17:37:30.548095
SG1079,JN0140-JN0765,TK1650,96.4,Red,86,5,222,"[""TK1650"", ""TK2032""]",Manual,2025-02-27 17:37:30.549324
SG1080,JN0282-JN0092,TK2858,230.49,Green,64,7,282,"[""TK2858""]",Semi-Automatic,2025-01-26 17:37:30.550187
SG1081,JN0497-JN0983,TK0004,46.9,Red,82,8,111,"[""TK0004"", ""TK0263""]",Automatic,2024-10-23 17:37:30.551408
SG1082,JN0704-JN0684,TK0810,407.04,Red,71,9,99,"[""TK0810""]",Manual,2024-12-11 17:37:30.552200
SG1083,JN0156-JN0958,TK2035,218.31,Red,63,12,140,"[""TK2035""]",Semi-Automatic,2025-05-07 17:37:30.552977
SG1084,JN0305-JN0157,TK2247,107.05,Red,75,12,159,"[""TK2247"", ""TK1261"", ""TK0212""]",Semi-Automatic,2025-02-13 17:37:30.554185
SG1085,JN0835-JN0917,TK1515,396.21,Green,160,13,265,"[""TK1515""]",Manual,2025-07-30 17:37:30.554969
SG1086,JN0048-JN0063,TK1959,269.05,Red,90,5,281,"[""TK1959"", ""TK0901"", ""TK1321""]",Semi-Automatic,2024-09-25 17:37:30.556174
SG1087,JN0655-JN0520,TK0313,147.55,Yellow,62,14,157,"[""TK0313"", ""TK1354"", ""TK1254""]",Manual,2025-05-21 17:37:30.557379
SG1088,JN0107-JN0155,TK1581,21.86,Green,102,14,261,"[""TK1581""]",Automatic,2025-08-18 17:37:30.558165
SG1089,JN0866-JN0009,TK1193,69.35,Green,71,14,165,"[""TK1193""]",Manual,2025-08-04 17:37:30.558941
SG1090,JN0096-JN0351,TK2936,314.85,Green,141,14,288,"[""TK2936""]",Automatic,2024-10-04 17:37:30.559702
SG1091,JN0945-JN0730,TK2655,44.25,Yellow,85,10,224,"[""TK2655""]",Automatic,2024-11-01 17:37:30.560506
SG1092,JN0035-JN0107,TK2172,183.51,Red,124,7,287,"[""TK2172""]",Semi-Automatic,2025-02-14 17:37:30.561290
SG1093,JN0323-JN0052,TK2342,368.92,Yellow,144,6,96,"[""TK2342""]",Automatic,2024-12-09 17:37:30.562072
SG1094,JN0699-JN0505,TK2260,4.51,Yellow,144,14,261,"[""TK2260""]",Manual,2025-04-20 17:37:30.562834
SG1095,JN0501-JN0594,TK1664,321.85,Green,164,8,290,"[""TK1664"", ""TK0557""]",Automatic,2024-11-30 17:37:30.564044
SG1096,JN0473-JN0951,TK2560,22.14,Green,81,11,208,"[""TK2560"", ""TK0588"", ""TK2007""]",Semi-Automatic,2025-02-27 17:37:30.565235
SG1097,JN0794-JN0986,TK0300,246.25,Red,66,14,96,"[""TK0300"", ""TK1697"", ""TK2096""]",Automatic,2025-07-06 17:37:30.566527
SG1098,JN0377-JN0784,TK2979,441.73,Red,170,6,225,"[""TK2979"", ""TK0010""]",Automatic,2025-02-27 17:37:30.567753
SG1099,JN0179-JN0858,TK2977,312.48,Green,148,6,199,"[""TK2977"", ""TK0849"", ""TK1149""]",Automatic,2025-09-12 17:37:30.568972
SG1100,JN0302-JN0978,TK2843,91.3,Yellow,100,8,156,"[""TK2843""]",Manual,2025-07-17 17:37:30.569754
SG1101,JN0859-JN0495,TK2326,98.25,Green,106,10,226,"[""TK2326"", ""TK2975"", ""TK1357""]",Automatic,2025-04-25 17:37:30.570980
SG1102,JN0314-JN0546,TK0228,131.62,Red,115,13,226,"[""TK0228"", ""TK1881""]",Automatic,2025-01-06 17:37:30.572182
SG1103,JN0089-JN0922,TK0608,281.1,Red,132,8,101,"[""TK0608"", ""TK2860""]",Manual,2024-10-19 17:37:30.573392
SG1104,JN0038-JN0848,TK1924,18.47,Yellow,164,10,216,"[""TK1924""]",Manual,2025-09-10 17:37:30.574180
SG1105,JN0601-JN0604,TK2113,190.88,Green,81,13,247,"[""TK2113""]",Automatic,2025-05-01 17:37:30.574982
SG1106,JN0109-JN0996,TK2674,205.6,Green,79,6,159,"[""TK2674"", ""TK2789"", ""TK0468""]",Semi-Automatic,2025-04-21 17:37:30.576209
SG1107,JN0807-JN0391,TK2286,94.07,Green,161,5,147,"[""TK2286"", ""TK0765""]",Semi-Automatic,2024-12-09 17:37:30.577436
SG1108,JN0232-JN0696,TK0039,344.72,Red,70,11,139,"[""TK0039""]",Manual,2024-11-02 17:37:30.578227
SG1109,JN0275-JN0071,TK2116,152.31,Yellow,95,9,181,"[""TK2116"", ""TK0223"", ""TK1264""]",Automatic,2024-12-16 17:37:30.579440
SG1110,JN0909-JN0062,TK0555,33.15,Green,148,5,130,"[""TK0555"", ""TK2272"", ""TK2234""]",Manual,2025-02-01 17:37:30.580657
SG1111,JN0398-JN0014,TK1484,3.69,Green,104,10,255,"[""TK1484""]",Manual,2024-10-05 17:37:30.581453
SG1112,JN0756-JN0687,TK0727,25.87,Yellow,113,8,136,"[""TK0727""]",Manual,2025-05-30 17:37:30.582248
SG1113,JN0896-JN0528,TK0533,89.63,Red,166,5,220,"[""TK0533""]",Manual,2025-02-28 17:37:30.583024
SG1114,JN0139-JN0657,TK0491,118.82,Green,154,11,177,"[""TK0491""]",Semi-Automatic,2025-06-22 17:37:30.583782
